id,price
0,1886
1,421
2,638
3,1920
4,924
5,1296
6,9137
7,3960
8,3652
9,7341
10,4973
11,655
12,1028
13,1321
14,5978
15,6447
16,4729
17,702
18,11229
19,7949
20,682
21,1327
22,4693
23,16848
24,493
25,1169
26,687
27,526
28,10450
29,1045
30,898
31,4299
32,600
33,1833
34,748
35,9382
36,4352
37,626
38,2104
39,529
40,1849
41,6676
42,4740
43,2531
44,3776
45,989
46,1975
47,16199
48,1906
49,4442
50,16511
51,587
52,2389
53,853
54,3629
55,885
56,4524
57,16080
58,3044
59,646
60,16350
61,1955
62,1188
63,4450
64,1364
65,975
66,12525
67,8426
68,2314
69,2840
70,6642
71,3095
72,1742
73,857
74,2003
75,1120
76,733
77,1068
78,9387
79,15515
80,5342
81,1264
82,1133
83,1910
84,1787
85,543
86,1869
87,963
88,3059
89,2797
90,2251
91,1978
92,15183
93,2292
94,843
95,1297
96,5021
97,489
98,709
99,6493
100,1029
101,8648
102,850
103,3268
104,5233
105,1394
106,1926
107,5458
108,6626
109,3655
110,4385
111,16940
112,1021
113,4007
114,4734
115,11796
116,778
117,1498
118,775
119,3100
120,2157
121,554
122,11145
123,7249
124,5356
125,1363
126,979
127,7044
128,3312
129,699
130,783
131,7479
132,8289
133,696
134,1864
135,1605
136,627
137,10113
138,1353
139,2693
140,2030
141,2505
142,2334
143,8421
144,864
145,4423
146,17101
147,8534
148,14281
149,1822
150,2878
151,5257
152,602
153,630
154,1233
155,911
156,5829
157,859
158,922
159,1670
160,1007
161,5211
162,910
163,2817
164,4658
165,665
166,5282
167,3743
168,626
169,12829
170,6283
171,6920
172,866
173,12710
174,3874
175,987
176,690
177,683
178,1123
179,6462
180,1121
181,799
182,4868
183,5065
184,2696
185,2444
186,2224
187,7481
188,1744
189,8280
190,5855
191,5231
192,16667
193,1317
194,4208
195,13509
196,1044
197,4027
198,4447
199,2341
200,2673
201,4209
202,9298
203,668
204,14445
205,670
206,8497
207,2784
208,11928
209,1402
210,4857
211,1398
212,1518
213,3542
214,818
215,17295
216,7512
217,774
218,945
219,902
220,9602
221,4758
222,6458
223,4755
224,794
225,2551
226,7659
227,2713
228,1190
229,1467
230,533
231,2958
232,4023
233,599
234,1485
235,4509
236,851
237,1309
238,869
239,1033
240,558
241,5140
242,10375
243,2016
244,2311
245,1194
246,1115
247,4434
248,903
249,6976
250,753
251,748
252,7471
253,631
254,5524
255,5152
256,1193
257,825
258,724
259,1359
260,1294
261,1343
262,641
263,10258
264,11216
265,1765
266,4508
267,605
268,1531
269,5387
270,3010
271,967
272,2792
273,6555
274,5087
275,880
276,7461
277,11093
278,1054
279,910
280,4000
281,932
282,1123
283,1121
284,14501
285,10972
286,854
287,7775
288,738
289,1832
290,5241
291,6790
292,6806
293,6559
294,860
295,4205
296,727
297,1048
298,1740
299,1002
300,9614
301,4961
302,9076
303,1168
304,8593
305,4683
306,9735
307,2914
308,5077
309,4582
310,7594
311,7339
312,2769
313,908
314,6055
315,1869
316,851
317,926
318,6089
319,10822
320,7084
321,2159
322,9842
323,619
324,2519
325,604
326,4579
327,3870
328,3780
329,15849
330,1998
331,1028
332,16546
333,2648
334,2770
335,5157
336,4366
337,1136
338,3104
339,597
340,13470
341,658
342,13996
343,8975
344,1171
345,3606
346,6500
347,15523
348,7527
349,870
350,909
351,2503
352,1160
353,886
354,588
355,5430
356,5217
357,9516
358,15276
359,765
360,1172
361,2406
362,499
363,1110
364,4990
365,961
366,3318
367,4360
368,2397
369,1043
370,2891
371,1961
372,827
373,819
374,458
375,9437
376,524
377,4065
378,550
379,999
380,6120
381,2342
382,4582
383,929
384,3939
385,608
386,7693
387,3084
388,15835
389,5351
390,9399
391,591
392,4803
393,4745
394,3825
395,2140
396,14549
397,703
398,2781
399,2138
400,973
401,862
402,1214
403,5353
404,1840
405,2532
406,1978
407,1920
408,11077
409,1602
410,1196
411,1130
412,11932
413,11029
414,5841
415,15284
416,769
417,3380
418,2323
419,2691
420,2047
421,8009
422,4327
423,8981
424,1186
425,624
426,5149
427,5707
428,993
429,2294
430,961
431,6776
432,2578
433,7866
434,2291
435,691
436,2831
437,9048
438,3856
439,12635
440,718
441,6044
442,12997
443,727
444,1137
445,2134
446,3351
447,1727
448,652
449,4077
450,554
451,1270
452,1241
453,8629
454,483
455,6572
456,5858
457,800
458,7475
459,1741
460,5918
461,15279
462,1643
463,4239
464,11719
465,7132
466,702
467,6565
468,5190
469,6695
470,9680
471,14780
472,1264
473,7284
474,960
475,522
476,1367
477,681
478,9702
479,4299
480,956
481,10917
482,846
483,875
484,6342
485,4734
