id,price
0,1794
1,460
2,610
3,1933
4,1007
5,1248
6,9081
7,3848
8,3883
9,7342
10,4827
11,650
12,1051
13,1363
14,5942
15,6798
16,4829
17,710
18,11012
19,7411
20,672
21,1487
22,4648
23,16773
24,457
25,1239
26,673
27,530
28,10302
29,1065
30,981
31,4241
32,566
33,1809
34,731
35,8378
36,4578
37,695
38,2029
39,563
40,1787
41,6426
42,4742
43,2485
44,3695
45,1057
46,1767
47,16652
48,1862
49,4344
50,16252
51,612
52,2237
53,944
54,3732
55,929
56,4334
57,17003
58,3073
59,618
60,18173
61,1973
62,1198
63,4364
64,1346
65,974
66,11475
67,7765
68,2408
69,2897
70,6479
71,3137
72,1717
73,877
74,1935
75,1079
76,753
77,1026
78,9215
79,15844
80,3804
81,1249
82,1140
83,1911
84,1766
85,500
86,2050
87,992
88,3014
89,2667
90,2428
91,2058
92,14139
93,2326
94,798
95,1259
96,4920
97,496
98,621
99,6208
100,1030
101,8638
102,850
103,3185
104,5325
105,1355
106,2026
107,5376
108,6853
109,3759
110,3974
111,16337
112,1006
113,4524
114,4413
115,12448
116,777
117,1579
118,723
119,2839
120,1933
121,563
122,11435
123,7479
124,5971
125,1436
126,977
127,6551
128,3520
129,701
130,712
131,7525
132,8036
133,717
134,1839
135,1585
136,711
137,9807
138,1382
139,3107
140,2262
141,2481
142,2235
143,7985
144,900
145,4042
146,16992
147,8449
148,14174
149,1958
150,3025
151,5411
152,604
153,619
154,1158
155,986
156,5992
157,851
158,924
159,1654
160,1002
161,5204
162,972
163,2722
164,4748
165,652
166,4974
167,3657
168,570
169,11726
170,6286
171,7105
172,805
173,11830
174,3511
175,1059
176,671
177,666
178,1034
179,6230
180,1120
181,728
182,5541
183,5020
184,2617
185,2672
186,2156
187,6959
188,1738
189,8603
190,5988
191,4487
192,15683
193,1280
194,4213
195,14503
196,1054
197,4371
198,4808
199,2495
200,2722
201,4180
202,9295
203,656
204,16276
205,688
206,8768
207,2807
208,10813
209,1511
210,4794
211,1503
212,1387
213,3913
214,846
215,16484
216,7591
217,708
218,939
219,933
220,8620
221,4681
222,6081
223,4906
224,767
225,2444
226,8415
227,2668
228,1205
229,1644
230,551
231,2750
232,3928
233,565
234,1675
235,4502
236,856
237,1323
238,971
239,1043
240,513
241,5239
242,10105
243,1985
244,2182
245,1215
246,1116
247,4324
248,881
249,7505
250,701
251,725
252,8173
253,542
254,5159
255,5209
256,1185
257,808
258,754
259,1463
260,1315
261,1340
262,636
263,10020
264,10680
265,1825
266,4440
267,601
268,1356
269,5615
270,2858
271,976
272,2632
273,6425
274,5304
275,897
276,7096
277,10888
278,1009
279,904
280,3994
281,1028
282,1119
283,1220
284,14110
285,11851
286,864
287,7091
288,691
289,2015
290,5247
291,6822
292,6588
293,6373
294,848
295,4362
296,845
297,1037
298,2059
299,1066
300,9945
301,4899
302,9279
303,1232
304,8705
305,4830
306,9693
307,3155
308,5189
309,5147
310,7627
311,7373
312,2637
313,1011
314,6065
315,2020
316,851
317,948
318,5812
319,10945
320,7196
321,1875
322,7389
323,601
324,2295
325,587
326,4246
327,3783
328,3821
329,15414
330,1970
331,1068
332,15307
333,2530
334,2624
335,5509
336,4529
337,1218
338,3131
339,611
340,12678
341,716
342,13753
343,9496
344,1100
345,3635
346,6580
347,15792
348,7985
349,903
350,953
351,2164
352,1202
353,957
354,582
355,5197
356,5051
357,9590
358,17086
359,723
360,1252
361,2387
362,470
363,1108
364,4935
365,940
366,3421
367,4571
368,2423
369,1072
370,3014
371,1928
372,822
373,804
374,449
375,8996
376,485
377,3747
378,539
379,1031
380,6254
381,2516
382,4277
383,960
384,4053
385,655
386,8308
387,3053
388,16151
389,5358
390,9540
391,559
392,4862
393,4786
394,3816
395,2161
396,15724
397,698
398,2719
399,2255
400,1040
401,947
402,1148
403,5508
404,1763
405,2463
406,2087
407,1936
408,10825
409,1560
410,1211
411,1138
412,11832
413,12081
414,5654
415,14641
416,748
417,3540
418,2193
419,2663
420,1981
421,7744
422,4643
423,9909
424,1238
425,618
426,5270
427,5629
428,1036
429,2228
430,938
431,7234
432,2583
433,7435
434,2309
435,675
436,2765
437,8829
438,3838
439,12305
440,786
441,6046
442,12848
443,676
444,1114
445,2243
446,3396
447,1747
448,767
449,3962
450,590
451,1229
452,1197
453,8706
454,490
455,6532
456,5759
457,867
458,7027
459,1779
460,5688
461,13944
462,1711
463,4491
464,10914
465,6429
466,684
467,6483
468,5459
469,7222
470,9686
471,14449
472,1169
473,6582
474,958
475,476
476,1307
477,670
478,9494
479,4447
480,1003
481,11109
482,782
483,800
484,6664
485,4491
486,942
487,744
488,1953
489,10518
490,6248
491,12404
492,1034
493,951
494,777
495,7924
496,6576
497,6208
498,694
499,449
500,1326
501,1738
502,4657
503,631
504,16940
505,1973
506,567
507,1894
508,477
509,1023
510,8357
511,11185
512,869
513,4684
514,2275
515,5828
516,957
517,6294
518,1431
519,766
520,551
521,3015
522,655
523,14796
524,5542
525,677
526,1229
527,14617
528,4107
529,789
530,7307
531,1005
532,4443
533,750
534,728
535,6112
536,829
537,8342
538,5399
539,1234
540,996
541,2605
542,1481
543,738
544,13744
545,16727
546,763
547,1865
548,5716
549,1098
550,4391
551,648
552,3921
553,1004
554,435
555,2387
556,14664
557,757
558,1856
559,949
560,992
561,1006
562,1296
563,1712
564,451
565,3111
566,2336
567,1790
568,553
569,5504
570,538
571,12352
572,4083
573,1645
574,594
575,1150
576,3134
577,1735
578,5177
579,826
580,1933
581,4866
582,3836
583,623
584,725
585,888
586,2590
587,4870
588,3162
589,2297
590,3039
591,17386
592,1925
593,1239
594,1231
595,1243
596,2992
597,8289
598,895
599,6049
600,5741
601,1147
602,5599
603,653
604,6336
605,15321
606,901
607,1102
608,5861
609,618
610,637
611,5035
612,2785
613,672
614,6227
615,1494
616,611
617,785
618,1843
619,10056
620,7445
621,3695
622,4104
623,653
624,1335
625,1913
626,655
627,4862
628,7161
629,1041
630,6600
631,1029
632,791
633,588
634,10843
635,6550
636,1784
637,4764
638,6365
639,3513
640,2114
641,705
642,936
643,17590
644,7266
645,3146
646,1067
647,569
648,4152
649,3346
650,4933
651,1542
652,1436
653,3337
654,3220
655,859
656,5209
657,750
658,2218
659,877
660,1821
661,1051
662,963
663,559
664,1898
665,2311
666,1316
667,4967
668,16354
669,12224
670,1306
671,7586
672,13842
673,8806
674,2600
675,3038
676,587
677,1448
678,11280
679,5959
680,759
681,10544
682,1405
683,777
684,5820
685,2294
686,2384
687,8580
688,613
689,11198
690,13139
691,4272
692,5568
693,1985
694,1491
695,4255
696,636
697,1074
698,2648
699,6159
700,2225
701,2286
702,8826
703,807
704,520
705,825
706,1158
707,529
708,461
709,4477
710,1816
711,10221
712,6028
713,1137
714,817
715,719
716,853
717,778
718,1151
719,4409
720,450
721,531
722,1085
723,800
724,4744
725,4466
726,6860
727,564
728,1109
729,13774
730,720
731,9389
732,2405
733,10466
734,9558
735,6220
736,7732
737,6076
738,6989
739,869
740,4343
741,798
742,5370
743,4407
744,839
745,586
746,6058
747,4407
748,2689
749,605
750,2671
751,462
752,1709
753,14935
754,1516
755,1193
756,2838
757,5431
758,2645
759,6848
760,3822
761,1020
762,5972
763,980
764,1644
765,583
766,1132
767,2852
768,4755
769,2425
770,8863
771,6467
772,990
773,908
774,881
775,5645
776,4820
777,2528
778,548
779,1888
780,3844
781,9695
782,1766
783,2295
784,930
785,4929
786,10820
787,3833
788,13786
789,855
790,2540
791,710
792,4357
793,1454
794,5059
795,653
796,13906
797,11112
798,924
799,3070
800,5108
801,6630
802,16140
803,1003
804,4607
805,656
806,3670
807,502
808,16189
809,5807
810,3224
811,10586
812,8588
813,7248
814,876
815,5246
816,5527
817,627
818,7241
819,4628
820,13496
821,10047
822,4240
823,5278
824,1238
825,3285
826,1297
827,2520
828,13055
829,914
830,634
831,4255
832,7899
833,3604
834,2340
835,1586
836,3906
837,7545
838,724
839,4885
840,5659
841,1226
842,3972
843,6562
844,8225
845,1839
846,13405
847,9408
848,4414
849,5529
850,4365
851,1289
852,2026
853,863
854,6554
855,951
856,5549
857,1608
858,4722
859,7019
